V1,V2,Gene1,Gene2
Q7Z2W4,Q99496,ZC3HAV1,RNF2
P35226,Q7Z2W4,BMI1,ZC3HAV1
P04406,P18669,GAPDH,PGAM1
P04406,P34931,GAPDH,HSPA1L
Q8ND90,Q96HA8,PNMA1,WDYHV1
P23258,P50914,TUBG1,RPL14
A8K5I0,O95831,HSPA1B,AIFM1
O75616,Q96AG3,ERAL1,SLC25A46
P36543,Q86V81,ATP6V1E1,ALYREF
O43172,Q9NYV4,PRPF4,CDK12
P42765,Q9NQC3,ACAA2,RTN4
P15927,Q14204,RPA2,DYNC1H1
B0ZBD0,P43351,RPS19,RAD52
Q02952,Q9NP97,AKAP12,DYNLRB1
P15531,P23258,NME1,TUBG1
O75558,Q96HA8,STX11,WDYHV1
P36543,Q14696,ATP6V1E1,MESD
O00264,P15927,PGRMC1,RPA2
P15927,Q9NQC3,RPA2,RTN4
B4DEE8,O43172,MGMT,PRPF4
F1T0A5,O43172,PRPF31,PRPF4
P78371,Q00005,CCT2,PPP2R2B
A0A024R5Z8,P34931,RAB11A,HSPA1L
Q9BYD1,Q9P015,MRPL13,MRPL15
A0A024R475,P34931,CUL3,HSPA1L
P34931,Q13620,HSPA1L,CUL4B
P34931,Q7L5N1,HSPA1L,COPS6
P34931,Q15843,HSPA1L,NEDD8
P22681,P34931,CBL,HSPA1L
P34931,Q8TF42,HSPA1L,UBASH3B
L7RT18,P34931,CRK,HSPA1L
P34931,Q9BYD6,HSPA1L,MRPL1
A0A024QZW3,Q14204,RANBP9,DYNC1H1
P34931,Q6MZF9,HSPA1L,DKFZp686J11229
P34931,Q99459,HSPA1L,CDC5L
P34931,Q9Y6M9,HSPA1L,NDUFB9
P10515,P34931,DLAT,HSPA1L
P34931,Q96S52,HSPA1L,PIGS
A8K5I0,P34931,HSPA1B,HSPA1L
P07900,P34931,HSP90AA1,HSPA1L
P34931,Q8WXB1,HSPA1L,METTL21A
P34931,Q96AZ1,HSPA1L,EEF1AKMT3
A0A024R730,P34931,CFTR,HSPA1L
A0A024QZ26,P34931,HDAC6,HSPA1L
P08069,P63096,IGF1R,GNAI1
O60260,P34931,PRKN,HSPA1L
P34931,Q8IU85,HSPA1L,CAMK1D
P10909,P34931,CLU,HSPA1L
P11021,P34931,HSPA5,HSPA1L
P34931,V9HW75,HSPA1L,NUCB2
O14980,P34931,XPO1,HSPA1L
P34931,Q14258,HSPA1L,TRIM25
P34931,Q9UNE7,HSPA1L,STUB1
A0A024RBE5,P34931,NEDD1,HSPA1L
P23258,P34931,TUBG1,HSPA1L
Q96DC9,Q9C035,OTUB2,TRIM5
Q9NQC3,Q9UBX3,RTN4,SLC25A10
P25788,P34931,PSMA3,HSPA1L
P23258,P46778,TUBG1,RPL21
P23258,P62249,TUBG1,RPS16
P15880,P23258,RPS2,TUBG1
O75874,P08133,IDH1,ANXA6
P46821,Q9H0Y0,MAP1B,ATG10
Q13490,Q7Z434,BIRC2,MAVS
P49674,Q16635,CSNK1E,TAZ
P60369,Q9Y5Y7,KRTAP10-3,LYVE1
O43541,Q68DB7,SMAD6,DKFZp781O1323
A0A024R475,Q8N4N3,CUL3,KLHL36
P34931,P49792,HSPA1L,RANBP2
D2JYH4,O00159,ACTA2,MYO1C
O75381,Q9BTZ2,PEX14,DHRS4
O15228,O75381,GNPAT,PEX14
O75381,P12268,PEX14,IMPDH2
O75381,P36507,PEX14,MAP2K2
O00623,O75381,PEX12,PEX14
O75381,Q9Y5Y5,PEX14,PEX16
O75381,P28328,PEX14,PEX2
O75381,Q99614,PEX14,TTC1
O75381,Q59H77,PEX14,CCT3
O75381,P50991,PEX14,CCT4
O75381,Q99832,PEX14,CCT7
O75381,P09543,PEX14,CNP
O75381,Q14203,PEX14,DCTN1
O00429,O75381,DNM1L,PEX14
O75381,Q8NCM8,PEX14,DYNC2H1
A0A024RC65,O75381,IQGAP1,PEX14
E5KNY5,O75381,LRPPRC,PEX14
O75381,Q13885,PEX14,TUBB2A
O75381,Q53G92,PEX14,TUBB3
O75381,P04350,PEX14,TUBB4A
P19634,Q9UKE5,SLC9A1,TNIK
O75381,Q92968,PEX14,PEX13
P07900,Q8N4N3,HSP90AA1,KLHL36
P43351,P62258,RAD52,YWHAE
P07900,P43351,HSP90AA1,RAD52
P43351,P68104,RAD52,EEF1A1
P26641,P43351,EEF1G,RAD52
P07195,P43351,LDHB,RAD52
P12277,P43351,CKB,RAD52
P06733,P43351,ENO1,RAD52
K7EK33,P43351,DAZAP1,RAD52
P43351,P55735,RAD52,SEC13
O95831,Q13418,AIFM1,ILK
O95379,P38646,TNFAIP8,HSPA9
O43541,P42025,SMAD6,ACTR1B
P07947,P36543,YES1,ATP6V1E1
P23258,P47929,TUBG1,LGALS7B; LGALS7
A0A024RD88,O00159,KDR,MYO1C
A0A024QYX8,Q6NYC1,WAS,JMJD6
O95379,Q96CG3,TNFAIP8,TIFA
P31930,P34931,UQCRC1,HSPA1L
Q13137,Q7Z434,CALCOCO2,MAVS
O95793,P48651,STAU1,PTDSS1
P23258,P61254,TUBG1,RPL26
O14561,Q96H35,NDUFAB1,RBM18
P25685,P54646,DNAJB1,PRKAA2
P48556,Q13151,PSMD8,HNRNPA0
P13196,Q8TBZ8,ALAS1,ZNF564
P34947,Q9NXV2,GRK5,KCTD5
P08133,Q6P1J9,ANXA6,CDC73
P05166,P09914,PCCB,IFIT1
Q00005,Q9Y2T4,PPP2R2B,PPP2R2C
D0PNI1,P46821,YWHAZ,MAP1B
Q9BWD1,Q9NP77,ACAT2,SSU72
Q8N584,Q9BWD1,TTC39C,ACAT2
O75525,Q9UKA9,KHDRBS3,PTBP2
O95817,Q9BWD1,BAG3,ACAT2
P36543,P60903,ATP6V1E1,S100A10
P06865,Q9BWD1,HEXA,ACAT2
Q9BWD1,Q9NTK5,ACAT2,OLA1
P23526,Q9BWD1,AHCY,ACAT2
O43252,Q9BWD1,PAPSS1,ACAT2
P61956,Q9BWD1,SUMO2,ACAT2
Q8TBB1,Q9BWD1,LNX1,ACAT2
F1D8S4,Q9BV79,NR1C1,MECR
A0A024RCB2,O14561,MRPL23,NDUFAB1
D0PNI1,P43351,YWHAZ,RAD52
O43291,P23258,SPINT2,TUBG1
A0A024R0H1,Q13530,SLC16A1,SERINC3
P21912,P31040,SDHB,SDHA
P58107,Q14204,EPPK1,DYNC1H1
Q6NYC1,Q9UGU5,JMJD6,HMGXB4
A0A024RCA7,P23258,RPLP2,TUBG1
O95391,Q6NYC1,SLU7,JMJD6
Q9HAW0,Q9NVI7,BRF2,ATAD3A
Q9HAW0,Q9UIA9,BRF2,XPO7
Q8N1F7,Q9HAW0,NUP93,BRF2
Q9HAW0,Q9Y5L0,BRF2,TNPO3
Q9HAW0,Q9P035,BRF2,HACD3
Q9HAW0,Q9NVI1,BRF2,FANCI
Q9HAW0,Q9NXE4,BRF2,SMPD4
N0E4C7,O15123,CSNK2B,ANGPT2
O75306,P19404,NDUFS2,NDUFV2
O75489,P19404,NDUFS3,NDUFV2
O00217,P19404,NDUFS8,NDUFV2
E5KRK5,P19404,NDUFS1,NDUFV2
O95299,P19404,NDUFA10,NDUFV2
P19404,Q15526,NDUFV2,SURF1
P19404,Q9BVK6,NDUFV2,TMED9
A0A024R6C0,P19404,NPC2,NDUFV2
A0A024R325,P19404,SUCLG2,NDUFV2
P19404,P21912,NDUFV2,SDHB
P19404,Q9UHD8,NDUFV2,SEPT9
P19404,Q92993,NDUFV2,KAT5
P82650,Q9HAU4,MRPS22,SMURF2
Q7Z434,Q9HAU4,MAVS,SMURF2
P36543,Q9P0L0,ATP6V1E1,VAPA
P28360,P31273,MSX1,HOXC8
D0PNI1,P23258,YWHAZ,TUBG1
O00264,P60866,PGRMC1,RPS20
P57060,Q6A162,RWDD2B,KRT40
P15313,P36543,ATP6V1B1,ATP6V1E1
O15033,P07900,AREL1,HSP90AA1
P01106,P28749,MYC,RBL1
O14818,Q7Z434,PSMA7,MAVS
L7RRS6,Q00005,RAF1,PPP2R2B
Q01844,Q14527,EWSR1,HLTF
P01106,Q13151,MYC,HNRNPA0
O75489,P01106,NDUFS3,MYC
P01106,P23258,MYC,TUBG1
A8K379,O15123,LYN,ANGPT2
Q96C92,Q9Y2X7,SDCCAG3,GIT1
A0A024R2W3,P51787,PRKAR2A,KCNQ1
P17542,Q9Y5B9,TAL1,SUPT16H
Q504Q3,Q9NXV2,PAN2,KCTD5
P48431,Q9NXV2,SOX2,KCTD5
E5KS60,P31040,SUCLA2,SDHA
O15123,P20073,ANGPT2,ANXA7
O75381,P50990,PEX14,CCT8
Q6NYC1,Q8IYM2,JMJD6,SLFN12
B2R4W8,Q13151,RPS15A,HNRNPA0
O00264,Q9BUP0,PGRMC1,EFHD1
Q13617,Q9NXV2,CUL2,KCTD5
A0A024R475,Q9NXV2,CUL3,KCTD5
A0A024R4Q8,Q14204,RPS5,DYNC1H1
Q6NZ67,Q9BSJ2,MZT2B,TUBGCP2
P10276,Q9BV79,RARA,MECR
B0S7P4,P82650,MRPS18B,MRPS22
Q16270,Q9NQC3,IGFBP7,RTN4
Q13409,Q14204,DYNC1I2,DYNC1H1
Q7Z434,Q9BT67,MAVS,NDFIP1
P17066,P34931,HSPA6,HSPA1L
P13196,Q9Y2K6,ALAS1,USP20
P23258,Q9P2P5,TUBG1,HECW2
A0A024R3T8,P17542,PARP1,TAL1
Q00987,Q14011,MDM2,CIRBP
P31040,Q00987,SDHA,MDM2
P08133,Q00987,ANXA6,MDM2
P18669,Q00987,PGAM1,MDM2
P09936,Q00987,UCHL1,MDM2
D9ZGG2,Q5SSJ5,VTN,HP1BP3
O15116,O43172,LSM1,PRPF4
O00159,P61956,MYO1C,SUMO2
P63172,Q14204,DYNLT1,DYNC1H1
A0A024RC33,Q9BTT6,MAPRE2,LRRC1
Q96RT1,Q9BTT6,ERBIN,LRRC1
Q12959,Q9BTT6,DLG1,LRRC1
O95163,Q14204,ELP1,DYNC1H1
O43172,P62312,PRPF4,LSM6
A0A024R8S5,P13674,P4HB,P4HA1
O43541,P31269,SMAD6,HOXA9
P56817,Q96IZ0,BACE1,PAWR
O43541,P31273,SMAD6,HOXC8
O95831,P62937,AIFM1,PPIA
P17542,P81877,TAL1,SSBP2
P18754,Q9BV86,RCC1,NTMT1
O94817,Q7Z434,ATG12,MAVS
A9UGY9,Q7Z434,ATG5,MAVS
P62987,Q7Z434,UBA52,MAVS
Q7Z2W4,Q8IZH2,ZC3HAV1,XRN1
A0A024RD80,P31948,HSP90AB1,STIP1
A0A024R730,P31948,CFTR,STIP1
P61964,Q7Z434,WDR5,MAVS
O00268,Q9NS37,TAF4,CREBZF
A0A024R397,P55210,PANX1,CASP7
P05165,P05166,PCCA,PCCB
A0A024R3T8,P15923,PARP1,TCF3
A0A024R4A0,P15923,NCL,TCF3
Q7Z434,Q96EQ8,MAVS,RNF125
A0A024R2P7,Q7Z2W4,EXOSC7,ZC3HAV1
A0A024RB32,P55210,PTGES3,CASP7
P12980,P17542,LYL1,TAL1
P12004,Q14527,PCNA,HLTF
O95140,Q8IWA4,MFN2,MFN1
O43541,P62987,SMAD6,UBA52
O95140,Q16611,MFN2,BAK1
O00268,P15923,TAF4,TCF3
Q7Z2W4,Q9NQT5,ZC3HAV1,EXOSC3
Q6ZNE5,Q8NEB9,ATG14,PIK3C3
P28749,Q13547,RBL1,HDAC1
P28749,Q16254,RBL1,E2F4
A0A024RDY4,P28749,TFDP1,RBL1
P17542,Q9BWW4,TAL1,SSBP3
Q7Z434,Q9Y4K3,MAVS,TRAF6
Q7Z434,Q86UT6,MAVS,NLRX1
P23258,Q9UGJ1,TUBG1,TUBGCP4
K7PPA8,Q6NYC1,TP53,JMJD6
Q16630,Q6NYC1,CPSF6,JMJD6
Q7Z2W4,Q9NPI6,ZC3HAV1,DCP1A
Q7Z2W4,Q8IU60,ZC3HAV1,DCP2
P37840,Q99497,SNCA,PARK7
A0A024R452,P52798,EPHA4,EFNA4
O75081,P17542,CBFA2T3,TAL1
P52272,Q92973,HNRNPM,TNPO1
P28749,Q14188,RBL1,TFDP2
A0A024RDV3,P17542,RB1,TAL1
P17542,Q9UKL0,TAL1,RCOR1
P46821,Q658J6,MAP1B,DKFZp762B153
P27694,P43351,RPA1,RAD52
O43541,Q6ZSG1,SMAD6,RNF165
P15173,P15923,MYOG,TCF3
O60341,P17542,KDM1A,TAL1
P17542,Q86U70,TAL1,LDB1
L8B7P7,P17542,ATL1-alpha,TAL1
P17542,Q16576,TAL1,RBBP7
O95453,Q7Z2W4,PARN,ZC3HAV1
P55210,P55211,CASP7,CASP9
P51787,Q99996,KCNQ1,AKAP9
P17542,Q12873,TAL1,CHD3
P17542,Q92769,TAL1,HDAC2
P37840,Q9Y6H5,SNCA,SNCAIP
Q14527,Q149N8,HLTF,SHPRH
P31948,P62987,STIP1,UBA52
P19447,P43351,ERCC3,RAD52
P18074,P43351,ERCC2,RAD52
A0M8W4,Q14527,UBE2V2,HLTF
P08069,Q06124,IGF1R,PTPN11
P15172,P15923,MYOD1,TCF3
P51787,Q9Y4K3,KCNQ1,TRAF6
P61088,Q14527,UBE2N,HLTF
A0A024R1X5,Q6ZNE5,BECN1,ATG14
A0A024R5T1,P17542,TCF12,TAL1
P46821,Q9UMN6,MAP1B,KMT2B
O00268,P49848,TAF4,TAF6
O00268,O43889,TAF4,CREB3
Q7Z2W4,Q9NQT4,ZC3HAV1,EXOSC5
P15927,P43351,RPA2,RAD52
P43351,P63279,RAD52,UBE2I
A4D105,P43351,RPA3,RAD52
A0A024RA61,Q6NYC1,HNRNPA2B1,JMJD6
P17542,Q14839,TAL1,CHD4
Q13114,Q7Z434,TRAF3,MAVS
P55210,P55212,CASP7,CASP6
A0A024RAS5,P55210,ARHGDIB,CASP7
P63146,Q14527,UBE2B,HLTF
P18627,Q9HC77,LAG3,CENPJ
P46821,Q9UBU9,MAP1B,NXF1
P30154,Q06830,PPP2R1B,PRDX1
O60506,Q9BT88,SYNCRIP,SYT11
P98175,Q9UKA9,RBM10,PTBP2
P08069,Q99683,IGF1R,MAP3K5
Q96PU8,Q9UKA9,QKI,PTBP2
P15172,P15923,MYOD1,TCF3
P15923,Q15672,TCF3,TWIST1
Q14011,Q99873,CIRBP,PRMT1
O00566,Q96G21,MPHOSPH10,IMP4
P19634,Q16539,SLC9A1,MAPK14
Q14765,Q16539,STAT4,MAPK14
O43463,P28749,SUV39H1,RBL1
P23258,Q92834,TUBG1,RPGR
P28360,P35548,MSX1,MSX2
P23258,P53350,TUBG1,PLK1
A0A024R136,P23258,RACGAP1,TUBG1
P23258,Q9NS23,TUBG1,RASSF1
P23258,Q96CW5,TUBG1,TUBGCP3
P06454,P18754,PTMA,RCC1
P18754,P52948,RCC1,NUP98
A0A024RDV7,P18754,KPNA3,RCC1
P00918,P19634,CA2,SLC9A1
P46821,P78559,MAP1B,MAP1A
P26368,P46821,U2AF2,MAP1B
P30154,P51149,PPP2R1B,RAB7A
L7RSL3,P49763,FLT1,PGF
O43172,P49759,PRPF4,CLK1
P06239,P09326,LCK,CD48
P46821,P61326,MAP1B,MAGOH
P23258,P27986,TUBG1,PIK3R1
P08727,P23258,KRT19,TUBG1
O76061,O95831,STC2,AIFM1
P43351,Q92889,RAD52,ERCC4
P23258,Q13748,TUBG1,TUBA3D; TUBA3C
P23258,Q76KD6,TUBG1,SPATC1
P23258,Q9HC77,TUBG1,CENPJ
Q96HA8,Q99708,WDYHV1,RBBP8
O60880,Q9UIB8,SH2D1A,CD84
P43351,Q14191,RAD52,WRN
O94973,P61966,AP2A2,AP1S1
P61966,Q9Y6Q5,AP1S1,AP1M2
P19447,P43351,ERCC3,RAD52
Q9C030,Q9C035,TRIM6,TRIM5
P21675,P28360,TAF1,MSX1
O00264,Q12770,PGRMC1,SCAP
Q9NRM6,Q9UHF5,IL17RB,IL17B
O00268,P21675,TAF4,TAF1
Q5TZA2,Q6P597,CROCC,KLC3
P49585,P55212,PCYT1A,CASP6
P15559,P25685,NQO1,DNAJB1
P15923,Q06455,TCF3,RUNX1T1
P15923,Q02363,TCF3,ID2
P15923,Q99081,TCF3,TCF12
A0A024RD16,P15923,SRF,TCF3
P15923,P27361,TCF3,MAPK3
A0A024R2W7,P15923,MAPKAPK3,TCF3
P15923,P61296,TCF3,HAND2
O00233,P15923,PSMD9,TCF3
P15923,Q92831,TCF3,KAT2B
P15923,P41134,TCF3,ID1
P15923,P63279,TCF3,UBE2I
A0A024R4Q5,P15923,TFPT,TCF3
P15923,Q14511,TCF3,NEDD9
P15923,Q7RTS1,TCF3,BHLHA15
P15923,Q96RJ6,TCF3,FERD3L
G4XH65,P08069,ESR1,IGF1R
P05556,P08069,ITGB1,IGF1R
P04899,P08069,GNAI2,IGF1R
O60674,P08069,JAK2,IGF1R
I3WAC9,P08069,INS,IGF1R
P08069,Q06124,IGF1R,PTPN11
E9KL35,P08069,RACK1,IGF1R
P08069,P12931,IGF1R,SRC
O14654,P08069,IRS4,IGF1R
O14543,P08069,SOCS3,IGF1R
P08069,Q9UEF7,IGF1R,KL
P08069,Q15139,IGF1R,PRKD1
P08069,Q9UKW4,IGF1R,VAV3
P08069,P62987,IGF1R,UBA52
B2R5U3,P08069,EHD1,IGF1R
A0A024R6S2,P08069,DOK4,IGF1R
O15105,O43541,SMAD7,SMAD6
F1D8Q9,P28749,NR2E3,RBL1
A0A024RB32,P25685,PTGES3,DNAJB1
P12644,P34820,BMP4,BMP8B
P23258,Q96L34,TUBG1,MARK4
P43351,P49736,RAD52,MCM2
O00268,Q15542,TAF4,TAF5
P43351,Q06609,RAD52,RAD51
O75581,Q13467,LRP6,FZD5
Q9NQC3,Q9NZD8,RTN4,SPG21
A0A024R1N4,P36543,XRCC6,ATP6V1E1
A0A024R1N4,Q96RP7,XRCC6,GAL3ST4
P15923,Q02535,TCF3,ID3
F1D8N5,P55210,NR3C4,CASP7
P04075,P36543,ALDOA,ATP6V1E1
A0A024R9F1,P17542,ZHX1,TAL1
O00268,Q03060,TAF4,CREM
O00268,P49848,TAF4,TAF6
O00268,P45973,TAF4,CBX5
Q9BTT6,Q9P2H0,LRRC1,CEP126
O43172,P56134,PRPF4,ATP5J2
P09936,P11142,UCHL1,HSPA8
P23258,Q9NXR1,TUBG1,NDE1
O95831,Q8IX03,AIFM1,WWC1
A0A024R5T5,O43541,RNF111,SMAD6
O43541,P50616,SMAD6,TOB1
O43318,O43541,MAP3K7,SMAD6
O43541,Q9HCE7,SMAD6,SMURF1
P21675,P28749,TAF1,RBL1
O43172,Q07955,PRPF4,SRSF1
P49137,Q13151,MAPKAPK2,HNRNPA0
P49286,Q13151,MTNR1B,HNRNPA0
A0A024R7L5,Q96CS7,UPF1,PLEKHB2
P15923,P49639,TCF3,HOXA1
B4DJ51,P15923,CALM1,TCF3
B4DGU4,P15923,CTNNB1,TCF3
P13349,P15923,MYF5,TCF3
P15923,P28482,TCF3,MAPK1
P15923,P17542,TCF3,TAL1
A0A024RBE2,P15923,ELK3,TCF3
P15923,Q13309,TCF3,SKP2
O96004,P15923,HAND1,TCF3
P15923,Q6ISE0,TCF3,LMX1B
A0A024RCY2,P15923,MDFI,TCF3
P15923,P49137,TCF3,MAPKAPK2
A8K5I0,P25685,HSPA1B,DNAJB1
P12980,P15923,LYL1,TCF3
A8K401,P28749,PHB,RBL1
A0A024R9B4,P23258,CNTN2,TUBG1
P25685,Q01484,DNAJB1,ANK2
O14576,P63172,DYNC1I1,DYNLT1
A8KA82,P25685,DNAJC3,DNAJB1
H6UYS5,P46821,SNCA,MAP1B
P14209,Q96C92,CD99,SDCCAG3
Q00169,Q92859,PITPNA,NEO1
P19174,Q00169,PLCG1,PITPNA
P00533,Q00169,EGFR,PITPNA
Q00169,Q8NEB9,PITPNA,PIK3C3
P08069,P46934,IGF1R,NEDD4
O00264,P48039,PGRMC1,MTNR1A
P40763,Q14765,STAT3,STAT4
P48039,Q13151,MTNR1A,HNRNPA0
Q9BZR6,Q9NQC3,RTN4R,RTN4
P28749,Q02363,RBL1,ID2
P28749,Q16254,RBL1,E2F4
P28749,Q15796,RBL1,SMAD2
P28749,P84022,RBL1,SMAD3
Q16637,Q96HA8,SMN1; SMN2,WDYHV1
P46821,Q9NS23,MAP1B,RASSF1
P08670,Q12934,VIM,BFSP1
O14576,Q96G01,DYNC1I1,BICD1
O15247,P0DI81,CLIC2,TRAPPC2
F1D8Q5,Q9BV79,NR2B1,MECR
P10276,Q9BV79,RARA,MECR
O00268,P17544,TAF4,ATF7
A0A024RD47,Q15406,NCOR1,NR6A1
P49368,Q13151,CCT3,HNRNPA0
Q01196,Q16635,RUNX1,TAZ
Q7Z434,Q8IUC6,MAVS,TICAM1
P41235,Q9BV79,HNF4A,MECR
F1D8N7,Q9BV79,NR1A2,MECR
P17542,P27361,TAL1,MAPK3
Q08499,Q13023,PDE4D,AKAP6
P17542,Q9UNE7,TAL1,STUB1
P18669,Q14203,PGAM1,DCTN1
P52798,Q15375,EFNA4,EPHA7
P25098,Q02952,GRK2,AKAP12
O75843,P61966,AP1G2,AP1S1
P54259,Q9ULU4,ATN1,ZMYND8
O95405,Q9ULU4,ZFYVE9,ZMYND8
P05771,Q9ULU4,PRKCB,ZMYND8
O43680,P15923,TCF21,TCF3
P46934,P55212,NEDD4,CASP6
O75475,P55210,PSIP1,CASP7
Q7Z434,Q9Y4K3,MAVS,TRAF6
O95786,Q7Z434,DDX58,MAVS
O43318,Q7Z434,MAP3K7,MAVS
Q7Z434,Q92985,MAVS,IRF7
Q96RT1,Q9BTT6,ERBIN,LRRC1
P28749,Q06190,RBL1,PPP2R3A
P55212,P61289,CASP6,PSME3
Q14204,Q15796,DYNC1H1,SMAD2
Q14653,Q7Z434,IRF3,MAVS
P08670,Q96C92,VIM,SDCCAG3
Q12873,Q96C92,CHD3,SDCCAG3
P20916,P46821,MAG,MAP1B
P04637,P28360,TP53,MSX1
A0A024RDY7,O95379,MED4,TNFAIP8
P51787,Q9Y6J6,KCNQ1,KCNE2
P18754,P35790,RCC1,CHKA
A0A024QZJ8,P18754,CDC2,RCC1
P18754,Q16778,RCC1,HIST2H2BE
P18754,Q6FI13,RCC1,HIST2H2AA4; HIST2H2AA3
A0A024R939,Q9BPW8,RGS2,NIPSNAP1
P98170,Q96HA8,XIAP,WDYHV1
O75884,P28749,RBBP9,RBL1
O43747,P61966,AP1G1,AP1S1
P28749,Q99708,RBL1,RBBP8
P17542,P25800,TAL1,LMO1
A0A024RAJ5,Q9NQC3,COL4A3BP,RTN4
P25685,Q00613,DNAJB1,HSF1
P24046,P46821,GABRR1,MAP1B
P19404,Q14194,NDUFV2,CRMP1
A0A024R5Z5,O00268,GTF2A2,TAF4
Q14194,Q9NQC3,CRMP1,RTN4
P28360,P55771,MSX1,PAX9
A0A024R9M9,P19634,CHP,SLC9A1
P51116,Q9NQC3,FXR2,RTN4
Q14765,Q7Z7K2,STAT4,ZNF467
P46821,Q01081,MAP1B,U2AF1
O14796,Q9UIB8,SH2D1B,CD84
Q04724,Q13761,TLE1,RUNX3
Q13547,Q13761,HDAC1,RUNX3
Q13761,Q9HCE7,RUNX3,SMURF1
O75427,Q9NQC3,LRCH4,RTN4
P28360,Q04727,MSX1,TLE4
P08758,P30154,ANXA5,PPP2R1B
A0A024RBB6,P30154,CDK4,PPP2R1B
P30154,Q99497,PPP2R1B,PARK7
P25205,P30154,MCM3,PPP2R1B
P30154,P67775,PPP2R1B,PPP2CA
P30154,Q14738,PPP2R1B,PPP2R5D
P30154,Q13033,PPP2R1B,STRN3
P30154,Q562F6,PPP2R1B,SGO2
Q9ULU4,Q9Y613,ZMYND8,FHOD1
O95257,P57060,GADD45G,RWDD2B
O00268,Q7Z7C8,TAF4,TAF8
P41221,Q13467,WNT5A,FZD5
P15907,P20273,ST6GAL1,CD22
P28360,P50458,MSX1,LHX2
P15923,Q8IUX7,TCF3,AEBP1
P17542,P23771,TAL1,GATA3
O75027,P22830,ABCB7,FECH
O75928,Q14765,PIAS2,STAT4
P46821,Q8N4C8,MAP1B,MINK1
A0A024RD37,P49763,VEGF,PGF
P06731,P52272,CEACAM5,HNRNPM
P05412,P52272,JUN,HNRNPM
O14776,P52272,TCERG1,HNRNPM
O75381,Q96G25,PEX14,MED8
A0A024RAY2,P55212,KRT18,CASP6
P17542,Q13309,TAL1,SKP2
O00268,Q12962,TAF4,TAF10
P08069,Q03135,IGF1R,CAV1
P84022,Q13761,SMAD3,RUNX3
O00159,Q9UIG0,MYO1C,BAZ1B
P29322,P52798,EPHA8,EFNA4
O95831,Q15047,AIFM1,SETDB1
P63167,Q14204,DYNLL1,DYNC1H1
O14576,P63167,DYNC1I1,DYNLL1
P28749,P49715,RBL1,CEBPA
O75629,P28749,CREG1,RBL1
A0A024RB10,P28749,CDK2,RBL1
P28749,P29375,RBL1,KDM5A
P28749,Q92994,RBL1,BRF1
A0A024R274,P28749,SMAD4,RBL1
A0A024RBB6,P28749,CDK4,RBL1
P28749,Q9BUH8,RBL1,BEGAIN
A0A024R8S8,Q86XP3,RECQL5,DDX42
A0A024R5R9,Q15406,GNB5,NR6A1
P22695,Q9NQC3,UQCRC2,RTN4
P15923,Q16559,TCF3,TAL2
P36542,Q96IZ0,ATP5F1C,PAWR
P62070,Q96IZ0,RRAS2,PAWR
P29590,Q96IZ0,PML,PAWR
A0A024R4Q5,Q96IZ0,TFPT,PAWR
Q96IZ0,Q9NY61,PAWR,AATF
Q96IZ0,Q9GZV3,PAWR,SLC5A7
Q96IZ0,Q9NVV9,PAWR,THAP1
Q9H293,Q9NRM6,IL25,IL17RB
P43034,P46821,PAFAH1B1,MAP1B
A0A024R6X2,Q13761,CBFB,RUNX3
O43439,Q96HA8,CBFA2T2,WDYHV1
P28749,Q13574,RBL1,DGKZ
P24385,P28749,CCND1,RBL1
P09326,Q13478,CD48,IL18R1
P30154,P32119,PPP2R1B,PRDX2
P05412,Q14765,JUN,STAT4
P08047,P28360,SP1,MSX1
O00268,P08047,TAF4,SP1
P05549,P55212,TFAP2A,CASP6
P11387,P55212,TOP1,CASP6
A0A024RD16,P55212,SRF,CASP6
P08670,P55212,VIM,CASP6
P55212,Q05513,CASP6,PRKCZ
P49768,P55212,PSEN1,CASP6
O95155,P55212,UBE4B,CASP6
P05067,P55212,APP,CASP6
P55212,Q12873,CASP6,CHD3
P55212,Q13077,CASP6,TRAF1
P55212,Q92851,CASP6,CASP10
P05198,P55212,EIF2S1,CASP6
A0A024R2H1,P55212,SATB1,CASP6
O00755,Q13467,WNT7A,FZD5
Q01974,Q13467,ROR2,FZD5
Q13467,Q9HD26,FZD5,GOPC
A0A024RAT1,P52272,LMO3,HNRNPM
P06729,P09326,CD2,CD48
Q9C035,Q9H0C5,TRIM5,BTBD1
Q7Z434,Q9UHD2,MAVS,TBK1
P28360,Q04724,MSX1,TLE1
O75381,Q8TAQ2,PEX14,SMARCC2
P35555,Q13361,FBN1,MFAP5
P17542,Q13547,TAL1,HDAC1
P28749,Q13547,RBL1,HDAC1
A0A024R895,P30154,SET,PPP2R1B
P30154,Q13547,PPP2R1B,HDAC1
A0A024R2X6,P28749,USP4,RBL1
O43815,P30154,STRN,PPP2R1B
P30154,Q04206,PPP2R1B,RELA
P42701,Q14765,IL12RB1,STAT4
P19634,P28482,SLC9A1,MAPK1
A0A024R452,P52798,EPHA4,EFNA4
A0A024R730,P30154,CFTR,PPP2R1B
O60674,P30154,JAK2,PPP2R1B
P30154,P35613,PPP2R1B,BSG
A0A024R3X4,P30154,HSPD1,PPP2R1B
P30154,Q9NP72,PPP2R1B,RAB18
P30154,Q99996,PPP2R1B,AKAP9
A0A024RAY2,P23258,KRT18,TUBG1
P78357,Q9NQC3,CNTNAP1,RTN4
