#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
723216	120892	11140	125700	116312	-	-	LRRK2	CDC37	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	P50CDC37	Affinity Capture-Western	physical	Rudenko IN (2012)	22612223	9606	9606	Low Throughput	-	-	-	exogenous expression of bait|figure 4.	-	BIOGRID
723217	120892	10971	125700	116168	-	-	LRRK2	YWHAQ	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	14-3-3|1C5|HS1	Affinity Capture-Western	physical	Rudenko IN (2012)	22612223	9606	9606	Low Throughput	-	-	-	exogenous expression of bait|figure 4.	-	BIOGRID
723219	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Webber PJ (2011)	21806997	9606	9606	Low Throughput	-	Phosphorylation	-	figure 1.|figure 6.	-	BIOGRID
723220	120892	4155	125700	110325	-	-	LRRK2	MBP	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Biochemical Activity	physical	Webber PJ (2011)	21806997	9606	9606	Low Throughput	-	Phosphorylation	-	figure 6.	-	BIOGRID
723221	120892	8717	125700	114257	-	-	LRRK2	TRADD	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Hs.89862	Affinity Capture-Western	physical	Ho CC (2009)	19176810	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723222	120892	8772	125700	114302	-	GIG3	LRRK2	FADD	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MORT1	Affinity Capture-Western	physical	Ho CC (2009)	19176810	9606	9606	Low Throughput	-	-	-	figure 1.|figure 3.	-	BIOGRID
723223	120892	8737	125700	114274	-	-	LRRK2	RIPK1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	RIP|RIP1	Affinity Capture-Western	physical	Ho CC (2009)	19176810	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723224	120892	841	125700	107291	-	-	LRRK2	CASP8	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	Affinity Capture-Western	physical	Ho CC (2009)	19176810	9606	9606	Low Throughput	-	-	-	figure 3.	-	BIOGRID
723225	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Taymans JM (2011)	21858031	9606	9606	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
723232	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Imai Y (2008)	18701920	9606	9606	Low Throughput	-	Phosphorylation	-	figure 3.	-	BIOGRID
723233	120892	1978	125700	108293	-	-	LRRK2	EIF4EBP1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	4E-BP1|4EBP1|BP-1|PHAS-I	Biochemical Activity	physical	Imai Y (2008)	18701920	9606	9606	Low Throughput	-	Phosphorylation	-	figure 3.	-	BIOGRID
723237	120892	5879	125700	111817	-	MIG5	LRRK2	RAC1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Rac-1|TC-25|p21-Rac1	Affinity Capture-Western	physical	Chan D (2011)	21454543	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723238	5879	120892	111817	125700	MIG5	-	RAC1	LRRK2	Rac-1|TC-25|p21-Rac1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Chan D (2011)	21454543	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723239	120892	387	125700	106880	-	-	LRRK2	RHOA	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ARH12|ARHA|RHO12|RHOH12	Affinity Capture-Western	physical	Chan D (2011)	21454543	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723240	120892	998	125700	107433	-	RP1-224A6.5	LRRK2	CDC42	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CDC42Hs|G25K	Affinity Capture-Western	physical	Chan D (2011)	21454543	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723241	120892	207	125700	106710	-	-	LRRK2	AKT1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA	Biochemical Activity	physical	Ohta E (2011)	21658387	9606	9606	Low Throughput	-	Phosphorylation	-	figure 1.	-	BIOGRID
723243	120892	3320	125700	109552	-	-	LRRK2	HSP90AA1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Gloeckner CJ (2006)	16321986	9606	9606	Low Throughput	-	-	-	figure 4.	-	BIOGRID
723244	120892	11140	125700	116312	-	-	LRRK2	CDC37	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	P50CDC37	Affinity Capture-Western	physical	Gloeckner CJ (2006)	16321986	9606	9606	Low Throughput	-	-	-	figure 4.	-	BIOGRID
723245	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Gloeckner CJ (2006)	16321986	9606	9606	Low Throughput	-	-	-	figure 4.	-	BIOGRID
723246	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Gloeckner CJ (2006)	16321986	9606	9606	Low Throughput	-	Phosphorylation	-	figure 5.	-	BIOGRID
723247	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Jorgensen ND (2009)	20041156	9606	9606	Low Throughput	-	Phosphorylation	-	figure 2.	-	BIOGRID
723248	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Jorgensen ND (2009)	20041156	9606	9606	Low Throughput	-	-	-	figure 3.	-	BIOGRID
723249	120892	55738	125700	120856	-	RP11-261N11.1	LRRK2	ARFGAP1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ARF1GAP|HRIHFB2281	Affinity Capture-Western	physical	Stafa K (2012)	22363216	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723250	55738	120892	120856	125700	RP11-261N11.1	-	ARFGAP1	LRRK2	ARF1GAP|HRIHFB2281	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Stafa K (2012)	22363216	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723251	55738	120892	120856	125700	RP11-261N11.1	-	ARFGAP1	LRRK2	ARF1GAP|HRIHFB2281	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Co-localization	physical	Stafa K (2012)	22363216	9606	9606	Low Throughput	-	-	-	figure 2	-	BIOGRID
723252	120892	55738	125700	120856	-	RP11-261N11.1	LRRK2	ARFGAP1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ARF1GAP|HRIHFB2281	Biochemical Activity	physical	Stafa K (2012)	22363216	9606	9606	Low Throughput	-	Phosphorylation	-	figure 7.	-	BIOGRID
723253	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Stafa K (2012)	22363216	9606	9606	Low Throughput	-	Phosphorylation	-	figure 7.	-	BIOGRID
723268	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Greggio E (2009)	19733152	9606	9606	Low Throughput	-	Phosphorylation	-	figure 1.	-	BIOGRID
723275	120892	4040	125700	110219	-	-	LRRK2	LRP6	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ADCAD2	Co-localization	physical	Berwick DC (2012)	22899650	9606	9606	Low Throughput	-	-	-	figure 4.	-	BIOGRID
723276	4040	120892	110219	125700	-	-	LRP6	LRRK2	ADCAD2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Berwick DC (2012)	22899650	9606	9606	Low Throughput	-	-	-	figure 4.	-	BIOGRID
723277	4040	120892	110219	125700	-	-	LRP6	LRRK2	ADCAD2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Two-hybrid	physical	Berwick DC (2012)	22899650	9606	9606	Low Throughput	-	-	-	figure 4.	-	BIOGRID
723278	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Two-hybrid	physical	Klein CL (2009)	19712061	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723279	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Klein CL (2009)	19712061	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723282	120892	79705	125700	122823	-	-	LRRK2	LRRK1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	RIPK6|Roco1	Affinity Capture-Western	physical	Klein CL (2009)	19712061	9606	9606	Low Throughput	-	-	-	figure 3.	-	BIOGRID
723283	120892	1612	125700	107982	-	-	LRRK2	DAPK1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	DAPK	Affinity Capture-Western	physical	Klein CL (2009)	19712061	9606	9606	Low Throughput	-	-	-	figure 3.	-	BIOGRID
723285	1612	120892	107982	125700	-	-	DAPK1	LRRK2	DAPK	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Klein CL (2009)	19712061	9606	9606	Low Throughput	-	-	-	figure 3.	-	BIOGRID
723287	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Klein CL (2009)	19712061	9606	9606	Low Throughput	-	Phosphorylation	-	figure 5.	-	BIOGRID
723288	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Jaleel M (2007)	17447891	9606	9606	Low Throughput	-	Phosphorylation	-	figure 1.	-	BIOGRID
723290	120892	17698	125700	201534	-	RP23-98K7.1	LRRK2	Msn	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	C78546	Biochemical Activity	physical	Jaleel M (2007)	17447891	9606	10090	Low Throughput	-	Phosphorylation	-	figure 1.|figure 3.	-	BIOGRID
723291	120892	12934	125700	198891	-	-	LRRK2	Dpysl2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AI851130|Crmp2|DRP2|Musunc33|TOAD-64|Ulip2	Biochemical Activity	physical	Jaleel M (2007)	17447891	9606	10090	Low Throughput	-	Phosphorylation	-	figure 1.|figure 3.	-	BIOGRID
723294	120892	12715	125700	198726	-	-	LRRK2	Ckm	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Ckmm|M-CK|MCK	Biochemical Activity	physical	Jaleel M (2007)	17447891	9606	10090	Low Throughput	-	Phosphorylation	-	figure 3.	-	BIOGRID
723295	120892	17196	125700	201336	-	-	LRRK2	Mbp	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	C76307|Hmbpr|R75289|golli-mbp|mld|shi	Biochemical Activity	physical	Jaleel M (2007)	17447891	9606	10090	Low Throughput	-	Phosphorylation	-	figure 8.	-	BIOGRID
723298	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Deng J (2008)	18230735	9606	9606	Low Throughput	-	-	-	figure 2.	-	BIOGRID
723299	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Deng J (2008)	18230735	9606	9606	Low Throughput	-	Phosphorylation	-	figure 4.	-	BIOGRID
723300	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Co-crystal Structure	physical	Deng J (2008)	18230735	9606	9606	Low Throughput	-	-	-	figure 1. ROC domains.	-	BIOGRID
723301	120892	5869	125700	111807	-	-	LRRK2	RAB5B	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Two-hybrid	physical	Shin N (2008)	18445495	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723302	120892	5869	125700	111807	-	-	LRRK2	RAB5B	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Affinity Capture-Western	physical	Shin N (2008)	18445495	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723303	5869	120892	111807	125700	-	-	RAB5B	LRRK2	-	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Shin N (2008)	18445495	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723305	5869	120892	111807	125700	-	-	RAB5B	LRRK2	-	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Co-localization	physical	Shin N (2008)	18445495	9606	9606	Low Throughput	-	-	-	figure 3.	-	BIOGRID
723308	120892	55342	125700	120623	-	-	LRRK2	STRBP	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	HEL162|ILF3L|SPNR|p74	Two-hybrid	physical	Zheng XY (2008)	19001729	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
723310	120892	9529	125700	114905	-	-	LRRK2	BAG5	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	BAG-5	Two-hybrid	physical	Zheng XY (2008)	19001729	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
723311	120892	25930	125700	117430	-	-	LRRK2	PTPN23	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	HD-PTP|HDPTP|PTP-TD14	Two-hybrid	physical	Zheng XY (2008)	19001729	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
723312	120892	84456	125700	124091	-	RP11-73O6.1	LRRK2	L3MBTL3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MBT-1|MBT1	Two-hybrid	physical	Zheng XY (2008)	19001729	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
723313	120892	138046	125700	126498	-	-	LRRK2	RALYL	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	HNRPCL3	Two-hybrid	physical	Zheng XY (2008)	19001729	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
723319	120892	5740544	125700	625175	-	Dmel_CG34387	LRRK2	futsch	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	22C10|22C10/FUTSCH|22C20|CG14772|CG3064|CG34387|DmelCG34387|Dmel_CG14772|Dmel_CG3064|EG:49E4.1|Futch|MAP-IB|MAP1B|MAb22C10|Mab 22C10|Map-1B|Olk|lincRNA.936|mAb-22C10|ssC10	Biochemical Activity	physical	Lee S (2012)	22988863	9606	7227	Low Throughput	-	Phosphorylation	-	data not showed.	-	BIOGRID
723320	120892	1856	125700	108189	-	-	LRRK2	DVL2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Two-hybrid	physical	Sancho RM (2009)	19625296	9606	9606	High Throughput|Low Throughput	-	-	-	figure 1.	-	BIOGRID
723321	120892	1857	125700	108190	-	-	LRRK2	DVL3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Two-hybrid	physical	Sancho RM (2009)	19625296	9606	9606	High Throughput|Low Throughput	-	-	-	figure 1.	-	BIOGRID
723322	120892	1855	125700	108188	-	RP5-890O3.5	LRRK2	DVL1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	DVL|DVL1L1|DVL1P1	Two-hybrid	physical	Sancho RM (2009)	19625296	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723323	1856	120892	108189	125700	-	-	DVL2	LRRK2	-	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Sancho RM (2009)	19625296	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723324	1857	120892	108190	125700	-	-	DVL3	LRRK2	-	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Sancho RM (2009)	19625296	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723325	1855	120892	108188	125700	RP5-890O3.5	-	DVL1	LRRK2	DVL|DVL1L1|DVL1P1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Sancho RM (2009)	19625296	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723326	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Daechsel JC (2006)	17095157	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723327	120892	5608	125700	111594	-	-	LRRK2	MAP2K6	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MAPKK6|MEK6|MKK6|PRKMK6|SAPKK-3|SAPKK3	Affinity Capture-Western	physical	Hsu CH (2010)	20067578	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723328	120892	5609	125700	111595	-	-	LRRK2	MAP2K7	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	JNKK2|MAPKK7|MEK|MEK 7|MKK7|PRKMK7|SAPKK-4|SAPKK4	Affinity Capture-Western	physical	Hsu CH (2010)	20067578	9606	9606	Low Throughput	-	-	-	figure 2.	-	BIOGRID
723329	120892	5609	125700	111595	-	-	LRRK2	MAP2K7	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	JNKK2|MAPKK7|MEK|MEK 7|MKK7|PRKMK7|SAPKK-4|SAPKK4	Biochemical Activity	physical	Hsu CH (2010)	20067578	9606	9606	Low Throughput	-	Phosphorylation	-	figure 3.	-	BIOGRID
723330	120892	5608	125700	111594	-	-	LRRK2	MAP2K6	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MAPKK6|MEK6|MKK6|PRKMK6|SAPKK-3|SAPKK3	Biochemical Activity	physical	Hsu CH (2010)	20067578	9606	9606	Low Throughput	-	Phosphorylation	-	figure 3.	-	BIOGRID
723331	120892	5606	125700	111592	-	-	LRRK2	MAP2K3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MAPKK3|MEK3|MKK3|PRKMK3|SAPKK-2|SAPKK2	Biochemical Activity	physical	Hsu CH (2010)	20067578	9606	9606	Low Throughput	-	Phosphorylation	-	figure 3.	-	BIOGRID
723332	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Hsu CH (2010)	20067578	9606	9606	Low Throughput	-	Phosphorylation	-	figure 3.	-	BIOGRID
825295	120892	8826	125700	114353	-	-	LRRK2	IQGAP1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	HUMORFA01|SAR1|p195	Affinity Capture-Western	physical	Liu Z (2011)	21983832	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
825296	120892	1434	125700	107821	-	-	LRRK2	CSE1L	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CAS|CSE1|XPO2	Affinity Capture-Western	physical	Liu Z (2011)	21983832	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
825297	120892	3842	125700	110040	-	-	LRRK2	TNPO1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	IPO2|KPNB2|MIP|MIP1|TRN	Affinity Capture-Western	physical	Liu Z (2011)	21983832	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
825298	120892	5518	125700	111510	-	-	LRRK2	PPP2R1A	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	PP2A-Aalpha|PP2AAALPHA|PR65A	Affinity Capture-Western	physical	Liu Z (2011)	21983832	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
825299	120892	5717	125700	111689	-	-	LRRK2	PSMD11	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Rpn6|S9|p44.5	Affinity Capture-Western	physical	Liu Z (2011)	21983832	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
825300	120892	641373	125700	534967	-	-	LRRK2	NRON	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	NCRNA00194	Affinity Capture-Western	physical	Liu Z (2011)	21983832	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
825301	4773	120892	110846	125700	RP5-1009H6.1	-	NFATC2	LRRK2	NFAT1|NFATP	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Liu Z (2011)	21983832	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
825306	120892	4773	125700	110846	-	RP5-1009H6.1	LRRK2	NFATC2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	NFAT1|NFATP	Affinity Capture-Western	physical	Liu Z (2011)	21983832	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
914521	7534	120892	113366	125700	-	-	YWHAZ	LRRK2	14-3-3-zeta|HEL-S-3|HEL4|KCIP-1|YWHAD	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Nichols RJ (2010)	20642453	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
914522	7531	120892	113363	125700	-	-	YWHAE	LRRK2	14-3-3E|HEL2|KCIP-1|MDCR|MDS	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Nichols RJ (2010)	20642453	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
914523	7533	120892	113365	125700	LL22NC03-44A4.1	-	YWHAH	LRRK2	YWHA1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Nichols RJ (2010)	20642453	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
914524	7529	120892	113361	125700	RP1-148E22.1	-	YWHAB	LRRK2	GW128|HEL-S-1|HS1|KCIP-1|YWHAA	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Nichols RJ (2010)	20642453	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
914525	7532	120892	113364	125700	-	-	YWHAG	LRRK2	14-3-3GAMMA|PPP1R170	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Nichols RJ (2010)	20642453	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
918492	120892	207	125700	106710	-	-	LRRK2	AKT1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA	Reconstituted Complex	physical	Ohta E (2011)	21658387	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
1059991	120892	79705	125700	122823	-	-	LRRK2	LRRK1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	RIPK6|Roco1	Affinity Capture-Western	physical	Dachsel JC (2010)	20144646	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
1059992	79705	120892	122823	125700	-	-	LRRK1	LRRK2	RIPK6|Roco1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Dachsel JC (2010)	20144646	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
1174635	120892	581	125700	107057	-	-	LRRK2	BAX	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	BCL2L4	Affinity Capture-Western	physical	Charan RA (2014)	24991765	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
1274902	120892	2058	125700	108372	-	PIG32	LRRK2	EPRS	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	EARS|GLUPRORS|PARS|QARS|QPRS	Affinity Capture-MS	physical	Daechsel JC (2007)	17400507	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
1274903	120892	6732	125700	112610	-	RP3-422H11.1	LRRK2	SRPK1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	SFRSK1	Affinity Capture-MS	physical	Daechsel JC (2007)	17400507	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
1274904	120892	3313	125700	109545	-	-	LRRK2	HSPA9	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	Affinity Capture-MS	physical	Daechsel JC (2007)	17400507	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
1274905	120892	3312	125700	109544	-	-	LRRK2	HSPA8	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-MS	physical	Daechsel JC (2007)	17400507	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
1443296	120892	546	125700	107028	-	RP5-875J14.1	LRRK2	ATRX	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX	Affinity Capture-MS	physical	Hein MY (2015)	26496610	9606	9606	High Throughput	-	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID
1447783	120892	7083	125700	112938	-	-	LRRK2	TK1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	TK2	Affinity Capture-MS	physical	Hein MY (2015)	26496610	9606	9606	High Throughput	-	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID
1449502	120892	9557	125700	114929	-	-	LRRK2	CHD1L	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ALC1|CHDL	Affinity Capture-MS	physical	Hein MY (2015)	26496610	9606	9606	High Throughput	-	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID
1455783	120892	78995	125700	122466	-	-	LRRK2	C17orf53	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Affinity Capture-MS	physical	Hein MY (2015)	26496610	9606	9606	High Throughput	-	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID
